10605	10606
10593	10594
11157	11292
11216	11284
11272	11275
10150	10151
11211	11227
11152	11159
11147	11159
11090	11159
11078	11159
11074	11159
11065	11159
11059	11159
11147	11152
11090	11152
11078	11152
11074	11152
11065	11152
11059	11152
11090	11147
11078	11147
9988	9990
11074	11147
11065	11147
11059	11147
11087	11140
10920	11139
11094	11133
10210	11091
11078	11090
11074	11090
11065	11090
11059	11090
11074	11078
11065	11078
11059	11078
11065	11074
11059	11074
11059	11065
10635	10656
10123	10608
10288	10488
10148	10488
10323	10428
9989	9990
9967	9968
11294	11308
10013	10018
10013	10019
10030	10102
10030	10105
10102	10105
10030	10110
10102	10110
10105	10110
11059	11130
10329	10336
10431	10587
10391	10534
10268	10281
10275	10281
11130	11152
10248	10408
10280	10282
10207	10208
9953	9954
10281	10282
11078	11130
10173	10174
11074	11130
10174	10177
11065	11130
10329	10335
9963	9964
10871	10878
11130	11147
10204	10226
10232	10280
10233	10280
10267	10280
10268	10280
10140	10141
10275	10280
10232	10281
10233	10281
10267	10281
11090	11130
9988	9989
11130	11159
10406	10636
9936	10950
10298	10307
10157	10171
10157	10172
10175	10176
9946	9947
9980	9981
9980	9982
9981	9982
10015	10016
10015	10017
10016	10017
10018	10019
10165	10166
10235	10236
10252	10443
10253	10443
10218	10527
10316	10572
10576	10577
10589	10590
10712	10713
10443	10889
10360	10361
10315	10572
10589	10599
10209	10210
10681	11246
10682	11246
10938	10962
10673	11186
10795	10796
10795	11149
10114	10115
9957	9958
10797	10922
10018	10881
10196	10197
10019	10881
10753	10754
10470	10480
10479	10480
10134	10297
10171	10463
10246	10434
10959	11442
11385	11397
10172	10463
10171	10365
10354	10362
10843	11171
10500	10501
11283	11284
10949	11170
10171	10172
10172	10365
10261	10434
10260	10434
10190	10191
10198	10199
10315	10316
10669	10705
10260	10261
10246	10260
10246	10261
10367	10368
10220	10466
10280	10281
10580	10581
10332	10333
10220	10221
10240	10241
10243	10244
10644	10664
10220	10771
10245	10434
10849	10850
10232	10233
10268	10282
10636	10637
10275	10282
10232	10267
10233	10267
10232	10268
10233	10268
10267	10268
10232	10275
10233	10275
10267	10275
10268	10275
10232	10282
10233	10282
10267	10282
10809	10810
10673	10674
10152	10153
10335	10336
10348	10350
10874	10875
10173	10177
10249	10256
10648	10649
10645	10646
10252	10889
10221	10771
10750	11338
10466	10771
10221	10466
10760	10825
10245	10260
10157	10463
10542	10666
10542	10667
10773	10774
10835	10836
10245	10261
10245	10246
10157	10365
10370	10409
10216	10225
10215	10216
10253	10889
10823	10824
10300	10477
10338	10339
10396	10398
10876	10877
10485	10486
10784	10801
10783	10801
10791	10792
10590	10599
10215	10225
10193	10194
10826	10827
10661	10662
10627	10628
10626	10627
10626	10628
10839	10840
10840	10841
10666	10667
10252	10253
10778	10807
10148	10288
10839	10841
10681	10682
10887	10888
10687	10688
10683	10684
10343	10344
10671	10672
10544	10545
10632	10633
10689	10696
10763	10764
10352	10604
10124	10163
10790	10980
10187	10188
10143	10568
10125	10163
10229	10230
10365	10463
10890	10891
10783	10784
10124	10125
10374	10375
10455	10456
10470	10479
10169	10170
10195	10472
10699	10717
10700	10701
10829	10830
10677	10678
10653	10654
10183	10184
10815	10817
10146	10147
