10220	10221
10221	10771
10220	10221
10220	10771
10221	10771
10220	10771
10839	10840
10840	10841
10839	10840
10839	10841
10840	10841
10839	10841
10367	10368
10367	10368
10661	10662
10661	10662
10718	10729
10718	10729
10544	10545
10544	10545
10201	10202
10201	10202
10268	10275
10232	10268
10267	10268
10268	10282
10233	10268
10268	10275
10232	10275
10267	10275
10275	10282
10233	10275
10232	10268
10232	10275
10232	10267
10232	10282
10232	10233
10267	10268
10267	10275
10232	10267
10267	10282
10233	10267
10268	10282
10275	10282
10232	10282
10267	10282
10233	10282
10233	10268
10233	10275
10232	10233
10233	10267
10233	10282
10148	10288
10148	10288
10152	10153
10152	10153
10298	10307
10298	10307
10876	10877
10876	10877
10300	10477
10300	10477
10576	10577
10576	10577
10175	10176
10175	10176
10365	10463
10157	10365
10365	10463
10157	10463
10157	10365
10157	10463
10143	10568
10143	10568
10677	10678
10677	10678
10626	10628
10627	10628
10626	10628
10626	10627
10627	10628
10626	10627
10783	10801
10783	10784
10783	10801
10784	10801
10783	10784
10784	10801
10169	10170
10169	10170
9943	9944
9943	9944
10183	10184
10183	10184
10252	10889
10252	10253
10252	10889
10253	10889
10252	10253
10253	10889
10826	10827
10826	10827
10343	10344
10343	10344
10712	10713
10712	10713
10809	10810
10809	10810
9946	9947
9946	9947
10455	10456
10455	10456
10146	10147
10146	10147
10874	10875
10874	10875
10835	10836
10835	10836
10280	10281
10280	10281
9953	9954
9953	9954
10687	10688
10687	10688
10823	10824
10823	10824
9957	9958
9957	9958
10124	10163
10125	10163
10124	10163
10124	10125
10125	10163
10124	10125
10849	10850
10849	10850
10229	10230
10229	10230
10778	10807
10778	10807
10590	10599
10598	10599
10590	10599
10590	10598
10598	10599
10590	10598
10316	10572
10315	10316
10316	10572
10315	10572
10315	10316
10315	10572
9963	9964
9963	9964
10195	10472
10195	10472
9967	9968
9967	9968
10207	10208
10207	10208
10243	10244
10243	10244
10209	10210
10209	10210
10580	10581
10580	10581
9970	9971
9970	9971
10500	10501
10500	10501
10763	10764
10763	10764
10797	10922
10797	10922
10240	10241
10240	10241
10198	10199
10198	10199
10871	10878
10871	10878
10887	10888
10887	10888
10396	10398
10396	10398
10736	10737
10736	10737
10374	10375
10374	10375
10348	10350
10348	10350
10171	10172
10171	10172
10140	10141
10140	10141
10671	10672
10671	10672
10773	10774
10773	10774
10466	10771
10466	10771
10218	10527
10218	10527
10187	10188
10187	10188
10235	10236
10235	10236
10726	10727
10726	10727
10354	10362
10354	10362
9981	9982
9980	9981
9981	9982
9980	9982
9980	9981
9980	9982
10249	10256
10249	10256
10370	10409
10370	10409
10391	10534
10391	10534
10648	10649
10648	10649
10699	10717
10699	10717
10332	10333
10332	10333
10406	10636
10406	10636
9989	9990
9988	9989
9989	9990
9988	9990
9988	9989
9988	9990
10525	10733
10525	10733
10329	10335
10329	10336
10329	10335
10335	10336
10329	10336
10335	10336
10174	10177
10173	10177
10174	10177
10173	10174
10173	10177
10173	10174
10760	10825
10760	10825
10123	10608
10123	10608
10890	10891
10890	10891
10815	10817
10815	10817
10150	10151
10150	10151
10485	10486
10485	10486
10795	10796
10795	10796
10245	10260
10246	10260
10260	10261
10260	10434
10245	10260
10245	10246
10245	10261
10245	10434
10246	10260
10245	10246
10246	10261
10246	10434
10260	10261
10245	10261
10246	10261
10261	10434
10260	10434
10245	10434
10246	10434
10261	10434
10829	10830
10829	10830
10730	10731
10730	10731
10470	10479
10470	10480
10470	10479
10479	10480
10470	10480
10479	10480
10673	10674
10673	10674
10215	10216
10215	10225
10215	10216
10216	10225
10215	10225
10216	10225
10653	10654
10653	10654
10578	10579
10578	10579
10360	10361
10360	10361
10338	10339
10338	10339
10645	10646
10645	10646
10013	10796
10013	10796
10753	10754
10753	10754
10522	10523
10522	10524
10522	10523
10523	10524
10522	10524
10523	10524
10791	10792
10791	10792
10190	10191
10190	10191
10248	10408
10248	10408
10666	10667
10542	10667
10666	10667
10542	10666
10542	10667
10542	10666
10015	10017
10015	10016
10015	10017
10016	10017
10015	10016
10016	10017
10018	10019
10019	10881
10018	10019
10018	10881
10019	10881
10018	10881
10165	10166
10165	10166
10681	10682
10681	10682
10193	10194
10193	10194
10323	10428
10323	10428
10669	10705
10669	10705
10689	10696
10689	10696
10683	10684
10683	10684
10196	10197
10196	10197
10114	10115
10114	10115
10700	10701
10700	10701
10632	10633
10632	10633
